OrderID,OrderDate,Region,State,Category,Product,Channel,UnitsSold,UnitPrice,Revenue,COGS,OpEx,MarketingSpend
100125,2024-11-09,Midwest,OH,Lighting,Aria Desk Lamp,Wholesale,4,64.62,258.48,127.35,32.96,9.09
100174,2024-11-09,Southeast,FL,Furniture,Nimbus Chair,Online,5,338.84,1694.19,1092.59,185.25,87.07
100142,2024-11-09,South,GA,Furniture,Aster Bookcase,Online,4,441.56,1766.22,1085.17,182.07,100.48
100114,2024-11-10,Midwest,WI,Furniture,Nimbus Chair,Wholesale,2,316.26,632.53,411.07,100.62,43.83
100133,2024-11-10,Midwest,MI,Lighting,Ember Floor Lamp,Online,5,115.28,576.41,293.28,91.4,26.51
100179,2024-11-10,Southeast,FL,Lighting,Aria Desk Lamp,Online,5,70.01,350.06,175.61,55.5,13.56
100190,2024-11-10,Southeast,SC,Storage,Loop Bin Set,Online,1,52.69,52.69,31.96,7.67,3.07
100202,2024-11-11,Southwest,OK,Storage,Loop Bin Set,Retail,2,51.33,102.66,56.25,11.55,5.21
100137,2024-11-11,Midwest,OH,Lighting,Halo Monitor Arm,Retail,2,87.53,175.07,87.97,26.08,11.28
100085,2024-11-11,West,CA,Lighting,Aria Desk Lamp,Retail,2,72.69,145.38,74.38,15.12,5.54
100193,2024-11-11,Southeast,NC,Furniture,Drift Side Table,Retail,2,141.07,282.15,169.49,40.94,12.01
100009,2024-11-11,Northeast,MA,Lighting,Aria Desk Lamp,Online,3,67.29,201.86,101.37,25.13,12.95
100103,2024-11-11,Midwest,MI,Furniture,Aster Bookcase,Online,1,421.19,421.19,271.67,42.58,22.67
100067,2024-11-11,West,CA,Lighting,Aria Desk Lamp,Retail,4,68.03,272.11,136.56,35.78,9.95
100107,2024-11-11,Midwest,OH,Furniture,Aster Bookcase,Online,5,438.14,2190.7,1396.29,334.52,98.94
100123,2024-11-12,Midwest,OH,Furniture,Aster Bookcase,Retail,5,433.12,2165.58,1286.73,336.18,94.54
100177,2024-11-12,Southeast,SC,Storage,Vault Cabinet,Retail,1,273.9,273.9,166.47,43.36,15.94
100188,2024-11-12,Southeast,SC,Storage,Loop Bin Set,Wholesale,2,54.28,108.57,64.76,13.85,4.19
100024,2024-11-12,Northeast,MA,Lighting,Halo Monitor Arm,Retail,2,85.64,171.29,93.74,19.61,5.98
100191,2024-11-12,Southeast,NC,Furniture,Aster Bookcase,Online,2,415.0,830.0,502.76,89.34,43.17
100082,2024-11-13,West,NV,Furniture,Aster Bookcase,Online,5,425.3,2126.48,1294.37,321.53,89.22
100139,2024-11-13,South,TN,Storage,Cascade Shelf,Online,1,174.6,174.6,106.53,27.74,5.72
100093,2024-11-13,West,NV,Furniture,Nimbus Chair,Online,3,304.07,912.21,531.72,119.03,45.23
100057,2024-11-13,Northeast,NY,Lighting,Aria Desk Lamp,Retail,1,72.42,72.42,35.81,8.04,5.01
100050,2024-11-13,Northeast,MA,Lighting,Halo Monitor Arm,Wholesale,1,89.81,89.81,46.47,11.36,3.78
100060,2024-11-13,West,OR,Furniture,Nimbus Chair,Retail,2,321.8,643.6,394.81,80.15,24.91
100216,2024-11-13,Southwest,OK,Furniture,Aster Bookcase,Online,5,391.15,1955.73,1147.2,283.55,78.82
100002,2024-11-13,Northeast,NJ,Lighting,Halo Monitor Arm,Retail,2,95.27,190.55,98.41,21.65,9.94
100198,2024-11-13,Southwest,NM,Furniture,Aster Bookcase,Wholesale,2,421.82,843.63,526.63,99.36,31.04
100205,2024-11-13,Southwest,NM,Furniture,Aster Bookcase,Online,4,429.72,1718.87,1027.41,191.01,83.46
100090,2024-11-13,West,OR,Storage,Vault Cabinet,Online,1,266.0,266.0,162.71,34.78,12.59
100182,2024-11-13,Southeast,NC,Storage,Cascade Shelf,Online,2,173.12,346.24,211.56,42.48,21.06
100014,2024-11-14,Northeast,NJ,Lighting,Ember Floor Lamp,Online,3,110.36,331.09,171.25,37.13,13.98
100081,2024-11-14,West,CA,Furniture,Aster Bookcase,Wholesale,2,422.65,845.29,525.0,118.88,26.36
100109,2024-11-14,Midwest,IL,Storage,Vault Cabinet,Retail,1,253.91,253.91,155.74,31.14,14.92
100006,2024-11-14,Northeast,NJ,Storage,Vault Cabinet,Wholesale,4,257.56,1030.23,589.47,120.85,59.03
100017,2024-11-14,Northeast,MA,Lighting,Ember Floor Lamp,Retail,1,119.87,119.87,63.01,12.15,8.19
100212,2024-11-14,Southwest,OK,Lighting,Aria Desk Lamp,Wholesale,3,66.27,198.8,106.13,30.83,13.79
100120,2024-11-14,Midwest,MI,Storage,Cascade Shelf,Retail,4,183.11,732.45,426.69,92.34,25.83
100086,2024-11-14,West,WA,Furniture,Nimbus Chair,Online,3,330.4,991.19,648.4,143.84,51.18
100154,2024-11-14,South,TX,Storage,Vault Cabinet,Retail,1,254.27,254.27,150.65,28.69,8.64
100146,2024-11-14,South,AL,Furniture,Nimbus Chair,Retail,5,338.24,1691.21,997.31,209.15,100.65
100076,2024-11-14,West,NV,Storage,Vault Cabinet,Wholesale,4,279.56,1118.23,618.54,160.96,53.23
100010,2024-11-14,Northeast,PA,Furniture,Aster Bookcase,Online,1,404.5,404.5,252.51,59.48,22.88
100128,2024-11-14,Midwest,MI,Lighting,Aria Desk Lamp,Wholesale,5,71.23,356.13,188.74,42.08,24.18
100013,2024-11-15,Northeast,PA,Furniture,Drift Side Table,Wholesale,1,155.88,155.88,93.93,24.65,9.53
100041,2024-11-15,Northeast,PA,Lighting,Ember Floor Lamp,Wholesale,2,114.2,228.39,123.1,30.14,12.63
100196,2024-11-15,Southeast,NC,Lighting,Ember Floor Lamp,Retail,1,106.63,106.63,54.83,14.3,5.55
100195,2024-11-15,Southeast,SC,Lighting,Halo Monitor Arm,Wholesale,4,94.58,378.33,205.93,58.46,23.33
100097,2024-11-15,West,CA,Furniture,Nimbus Chair,Wholesale,3,328.55,985.66,637.02,135.18,35.99
100171,2024-11-15,Southeast,NC,Lighting,Ember Floor Lamp,Online,2,108.43,216.87,107.32,34.01,10.02
100095,2024-11-15,West,CA,Lighting,Halo Monitor Arm,Wholesale,2,88.38,176.75,91.48,25.22,6.37
100069,2024-11-15,West,WA,Furniture,Nimbus Chair,Online,1,335.42,335.42,199.24,37.18,22.23
100015,2024-11-15,Northeast,PA,Lighting,Halo Monitor Arm,Wholesale,1,94.46,94.46,48.72,13.0,5.04
100061,2024-11-15,West,WA,Lighting,Halo Monitor Arm,Online,2,84.97,169.93,85.45,22.83,8.94
100163,2024-11-16,South,AL,Furniture,Aster Bookcase,Online,3,429.77,1289.31,840.38,175.14,73.18
100162,2024-11-16,South,TX,Lighting,Halo Monitor Arm,Online,2,88.55,177.1,88.4,25.39,8.07
100001,2024-11-16,Northeast,NJ,Lighting,Halo Monitor Arm,Online,5,92.62,463.09,248.35,68.15,16.27
100032,2024-11-16,Northeast,NY,Lighting,Aria Desk Lamp,Retail,4,72.27,289.07,145.57,41.85,18.11
100066,2024-11-16,West,NV,Furniture,Nimbus Chair,Online,4,308.98,1235.91,811.82,180.85,52.45
100042,2024-11-16,Northeast,NJ,Furniture,Nimbus Chair,Retail,4,312.42,1249.68,740.6,171.03,42.24
100073,2024-11-16,West,CA,Storage,Vault Cabinet,Retail,2,263.86,527.72,302.35,81.82,29.15
100047,2024-11-16,Northeast,MA,Storage,Loop Bin Set,Online,4,53.2,212.8,118.35,23.17,14.35
100094,2024-11-16,West,WA,Furniture,Drift Side Table,Wholesale,3,152.46,457.39,277.54,52.39,22.5
100034,2024-11-17,Northeast,NY,Furniture,Nimbus Chair,Online,2,310.39,620.78,364.35,68.58,19.95
100127,2024-11-17,Midwest,IL,Lighting,Aria Desk Lamp,Online,3,73.0,219.0,116.31,33.02,6.92
100217,2024-11-17,Southwest,NM,Storage,Cascade Shelf,Online,4,191.73,766.9,459.71,88.0,30.09
100180,2024-11-17,Southeast,FL,Lighting,Halo Monitor Arm,Online,5,95.86,479.28,238.87,49.75,18.12
100084,2024-11-17,West,CA,Storage,Vault Cabinet,Online,5,257.02,1285.09,752.05,205.43,74.58
100098,2024-11-17,West,WA,Storage,Loop Bin Set,Wholesale,5,53.08,265.42,155.85,42.22,11.8
100021,2024-11-17,Northeast,MA,Storage,Loop Bin Set,Retail,2,51.56,103.13,62.18,15.31,4.4
100184,2024-11-18,Southeast,NC,Furniture,Aster Bookcase,Online,5,399.52,1997.58,1241.41,260.67,94.82
100160,2024-11-18,South,GA,Furniture,Aster Bookcase,Retail,1,435.67,435.67,267.16,54.85,24.1
100192,2024-11-18,Southeast,SC,Lighting,Aria Desk Lamp,Wholesale,1,68.85,68.85,37.16,8.74,4.33
100102,2024-11-18,Midwest,WI,Furniture,Drift Side Table,Online,5,148.77,743.85,482.24,98.32,40.82
100112,2024-11-18,Midwest,WI,Storage,Loop Bin Set,Wholesale,2,51.99,103.99,58.71,11.66,3.89
100110,2024-11-18,Midwest,MI,Storage,Vault Cabinet,Retail,2,257.79,515.57,295.77,70.17,34.76
100207,2024-11-19,Southwest,NM,Storage,Vault Cabinet,Wholesale,3,254.59,763.78,418.28,83.8,42.44
100170,2024-11-19,South,TN,Lighting,Halo Monitor Arm,Online,3,92.53,277.6,142.22,38.07,8.77
100074,2024-11-19,West,NV,Furniture,Nimbus Chair,Online,2,311.97,623.94,384.44,73.91,33.65
100151,2024-11-19,South,GA,Furniture,Drift Side Table,Retail,1,149.09,149.09,91.53,21.69,9.4
100206,2024-11-20,Southwest,AZ,Furniture,Nimbus Chair,Wholesale,4,341.76,1367.03,824.59,157.6,48.39
100118,2024-11-20,Midwest,OH,Furniture,Drift Side Table,Online,2,153.71,307.41,189.45,35.26,17.96
100126,2024-11-20,Midwest,OH,Furniture,Aster Bookcase,Wholesale,4,410.44,1641.77,1045.52,209.6,92.59
100155,2024-11-20,South,AL,Furniture,Nimbus Chair,Online,3,311.33,933.98,566.59,113.61,30.08
100173,2024-11-20,Southeast,FL,Furniture,Nimbus Chair,Wholesale,3,345.33,1035.99,658.18,122.36,68.5
100080,2024-11-20,West,NV,Furniture,Drift Side Table,Retail,1,150.48,150.48,97.39,21.72,9.34
100030,2024-11-20,Northeast,NJ,Lighting,Aria Desk Lamp,Retail,5,71.71,358.55,175.66,38.2,22.65
100008,2024-11-20,Northeast,MA,Lighting,Aria Desk Lamp,Retail,1,65.61,65.61,34.38,9.57,3.63
100100,2024-11-20,West,OR,Furniture,Aster Bookcase,Online,2,390.51,781.03,496.33,112.71,33.34
100168,2024-11-20,South,AL,Furniture,Drift Side Table,Retail,5,146.83,734.16,461.04,92.14,32.89
100072,2024-11-21,West,NV,Furniture,Aster Bookcase,Wholesale,5,415.22,2076.11,1287.93,320.91,111.04
100037,2024-11-21,Northeast,NY,Furniture,Nimbus Chair,Wholesale,5,306.16,1530.81,988.23,235.99,105.91
100059,2024-11-21,West,WA,Lighting,Halo Monitor Arm,Retail,5,86.27,431.34,223.6,46.22,15.25
100201,2024-11-21,Southwest,AZ,Storage,Vault Cabinet,Online,2,261.53,523.07,313.42,76.53,23.61
100054,2024-11-21,Northeast,NJ,Storage,Loop Bin Set,Online,2,57.26,114.53,69.84,16.76,6.63
100052,2024-11-21,Northeast,NJ,Storage,Cascade Shelf,Online,4,186.21,744.85,407.6,85.25,26.61
100005,2024-11-21,Northeast,MA,Furniture,Nimbus Chair,Online,3,311.88,935.65,561.09,131.17,44.43
100018,2024-11-21,Northeast,MA,Lighting,Halo Monitor Arm,Retail,4,85.51,342.03,187.2,45.94,16.74
100055,2024-11-21,Northeast,PA,Storage,Vault Cabinet,Online,1,253.82,253.82,151.55,34.98,16.26
100003,2024-11-22,Northeast,MA,Furniture,Aster Bookcase,Wholesale,5,423.17,2115.84,1385.92,324.97,129.35
100119,2024-11-22,Midwest,IL,Storage,Vault Cabinet,Retail,5,258.47,1292.35,726.61,141.74,87.36
100046,2024-11-22,Northeast,MA,Furniture,Aster Bookcase,Retail,1,394.17,394.17,252.43,55.29,17.09
100075,2024-11-22,West,NV,Furniture,Drift Side Table,Retail,2,151.0,302.0,189.94,38.85,18.26
100147,2024-11-22,South,GA,Furniture,Nimbus Chair,Wholesale,4,324.97,1299.9,793.16,147.09,49.83
100025,2024-11-22,Northeast,NJ,Storage,Loop Bin Set,Retail,1,52.56,52.56,29.37,6.23,3.21
100038,2024-11-23,Northeast,NY,Storage,Vault Cabinet,Wholesale,4,268.72,1074.86,626.12,140.65,69.12
100004,2024-11-23,Northeast,PA,Furniture,Drift Side Table,Online,3,138.58,415.73,265.32,65.71,17.89
100071,2024-11-24,West,NV,Storage,Loop Bin Set,Retail,4,55.86,223.43,122.72,27.26,11.52
100214,2024-11-24,Southwest,AZ,Storage,Vault Cabinet,Wholesale,2,280.12,560.25,335.48,67.35,30.4
100181,2024-11-24,Southeast,FL,Lighting,Halo Monitor Arm,Retail,5,90.77,453.83,244.5,62.21,29.3
100187,2024-11-24,Southeast,SC,Storage,Loop Bin Set,Wholesale,3,55.78,167.33,95.28,23.38,9.52
100141,2024-11-24,South,TN,Lighting,Halo Monitor Arm,Retail,3,90.34,271.03,149.26,43.36,13.73
100092,2024-11-24,West,CA,Furniture,Nimbus Chair,Online,1,308.64,308.64,195.91,34.7,12.99
100111,2024-11-24,Midwest,IL,Lighting,Aria Desk Lamp,Online,1,67.93,67.93,33.89,9.58,2.96
100007,2024-11-24,Northeast,PA,Furniture,Aster Bookcase,Wholesale,1,389.89,389.89,247.68,57.25,18.85
100153,2024-11-24,South,TX,Furniture,Nimbus Chair,Retail,2,341.21,682.42,442.91,87.48,33.47
100211,2024-11-25,Southwest,OK,Lighting,Ember Floor Lamp,Online,3,114.88,344.65,188.1,39.57,20.49
100135,2024-11-25,Midwest,OH,Furniture,Aster Bookcase,Retail,3,415.61,1246.82,749.3,192.96,83.48
100159,2024-11-25,South,GA,Lighting,Halo Monitor Arm,Online,3,95.78,287.35,150.94,30.94,12.31
100156,2024-11-25,South,AL,Furniture,Drift Side Table,Online,2,149.26,298.52,194.63,31.64,10.24
100167,2024-11-26,South,TX,Lighting,Aria Desk Lamp,Wholesale,5,73.12,365.59,192.26,55.82,16.44
100027,2024-11-26,Northeast,NJ,Lighting,Ember Floor Lamp,Online,4,114.86,459.44,245.08,66.32,16.19
100029,2024-11-26,Northeast,NY,Storage,Vault Cabinet,Retail,1,265.77,265.77,147.49,33.26,18.24
100083,2024-11-26,West,CA,Lighting,Halo Monitor Arm,Wholesale,2,87.73,175.46,86.69,21.15,10.3
100194,2024-11-26,Southeast,NC,Furniture,Drift Side Table,Online,1,146.02,146.02,87.66,21.29,9.81
100087,2024-11-27,West,NV,Furniture,Drift Side Table,Online,5,142.18,710.91,442.33,102.75,38.13
100078,2024-11-27,West,NV,Furniture,Nimbus Chair,Retail,1,336.34,336.34,207.65,53.37,15.63
100105,2024-11-28,Midwest,MI,Lighting,Aria Desk Lamp,Online,4,73.29,293.17,143.53,43.32,14.9
100096,2024-11-28,West,CA,Furniture,Nimbus Chair,Online,1,342.22,342.22,200.24,36.49,18.76
100144,2024-11-28,South,TX,Lighting,Aria Desk Lamp,Wholesale,5,65.87,329.36,164.15,43.49,10.77
100031,2024-11-28,Northeast,NJ,Storage,Vault Cabinet,Retail,2,264.94,529.88,311.13,66.1,23.83
100122,2024-11-28,Midwest,MI,Furniture,Drift Side Table,Online,1,155.03,155.03,95.72,19.23,7.95
100164,2024-11-28,South,TN,Furniture,Drift Side Table,Wholesale,5,145.15,725.74,423.21,74.25,41.52
100065,2024-11-28,West,CA,Furniture,Drift Side Table,Retail,1,143.67,143.67,92.57,21.75,6.45
100053,2024-11-28,Northeast,NY,Storage,Loop Bin Set,Retail,1,57.69,57.69,31.47,5.95,3.13
100215,2024-11-28,Southwest,OK,Lighting,Ember Floor Lamp,Online,5,106.76,533.78,279.68,69.25,17.19
100045,2024-11-28,Northeast,NJ,Lighting,Halo Monitor Arm,Wholesale,3,90.6,271.79,141.2,36.96,18.28
100157,2024-11-29,South,AL,Furniture,Drift Side Table,Wholesale,4,140.05,560.2,360.65,73.7,39.14
100036,2024-11-29,Northeast,MA,Furniture,Aster Bookcase,Retail,2,402.79,805.58,472.44,98.62,41.04
100143,2024-11-29,South,GA,Furniture,Nimbus Chair,Wholesale,4,338.62,1354.46,821.78,196.3,84.05
100089,2024-11-29,West,NV,Storage,Vault Cabinet,Retail,4,261.82,1047.27,620.14,155.92,69.23
100043,2024-11-29,Northeast,NJ,Lighting,Halo Monitor Arm,Online,1,95.38,95.38,51.39,12.94,5.85
100134,2024-11-29,Midwest,MI,Lighting,Halo Monitor Arm,Wholesale,1,89.18,89.18,46.06,13.93,5.72
100108,2024-11-29,Midwest,MI,Lighting,Aria Desk Lamp,Wholesale,4,71.06,284.25,140.8,43.84,18.37
100048,2024-11-29,Northeast,NJ,Lighting,Ember Floor Lamp,Retail,2,117.02,234.05,125.8,30.14,10.54
100172,2024-11-30,Southeast,VA,Storage,Vault Cabinet,Retail,5,249.73,1248.64,735.88,157.01,58.99
100022,2024-11-30,Northeast,NJ,Storage,Vault Cabinet,Online,2,264.41,528.82,294.37,54.31,25.07
100035,2024-11-30,Northeast,PA,Lighting,Halo Monitor Arm,Online,4,89.1,356.42,193.68,53.84,11.31
100185,2024-11-30,Southeast,FL,Storage,Cascade Shelf,Online,3,182.18,546.55,320.54,62.13,30.34
100175,2024-11-30,Southeast,FL,Storage,Loop Bin Set,Online,3,54.09,162.27,99.41,19.25,6.1
100070,2024-11-30,West,OR,Furniture,Drift Side Table,Retail,2,143.26,286.51,177.49,30.1,11.39
100253,2024-12-01,Northeast,MA,Furniture,Drift Side Table,Wholesale,3,145.18,435.53,271.01,59.06,13.45
100281,2024-12-01,West,WA,Furniture,Nimbus Chair,Wholesale,2,326.21,652.42,408.75,103.06,33.19
100411,2024-12-01,Southeast,VA,Lighting,Ember Floor Lamp,Retail,3,113.56,340.67,182.6,44.23,16.75
100237,2024-12-01,Northeast,NY,Furniture,Nimbus Chair,Online,4,315.44,1261.77,789.97,127.82,80.69
100407,2024-12-01,Southeast,NC,Furniture,Nimbus Chair,Online,1,332.96,332.96,202.44,37.85,12.5
100304,2024-12-02,West,OR,Lighting,Halo Monitor Arm,Wholesale,2,92.62,185.23,98.22,23.38,11.16
100387,2024-12-02,South,AL,Furniture,Nimbus Chair,Online,1,343.65,343.65,219.73,47.58,19.6
100341,2024-12-02,Midwest,OH,Storage,Loop Bin Set,Retail,1,53.4,53.4,30.12,6.81,1.99
100310,2024-12-02,West,NV,Lighting,Ember Floor Lamp,Online,2,107.94,215.88,110.69,31.59,13.41
100313,2024-12-02,West,OR,Furniture,Aster Bookcase,Wholesale,1,439.62,439.62,277.22,56.16,20.57
100293,2024-12-03,West,CA,Lighting,Aria Desk Lamp,Wholesale,1,72.22,72.22,35.41,7.47,4.63
100384,2024-12-03,South,TN,Storage,Cascade Shelf,Retail,5,178.9,894.49,504.32,101.36,30.91
100264,2024-12-03,Northeast,NJ,Lighting,Ember Floor Lamp,Online,1,115.33,115.33,58.28,11.81,3.96
100221,2024-12-03,Northeast,NJ,Furniture,Nimbus Chair,Retail,1,338.41,338.41,213.11,51.75,18.79
100248,2024-12-03,Northeast,PA,Furniture,Drift Side Table,Online,4,155.22,620.87,407.45,67.7,20.82
100415,2024-12-03,Southeast,VA,Storage,Vault Cabinet,Online,4,275.62,1102.5,639.95,125.0,74.71
100283,2024-12-03,West,OR,Lighting,Aria Desk Lamp,Retail,1,71.24,71.24,38.69,9.81,3.88
100227,2024-12-03,Northeast,PA,Lighting,Aria Desk Lamp,Retail,4,68.78,275.11,150.4,35.63,14.07
100400,2024-12-03,South,TX,Storage,Loop Bin Set,Online,4,57.82,231.26,127.09,24.65,7.82
100230,2024-12-04,Northeast,NJ,Lighting,Ember Floor Lamp,Online,1,114.7,114.7,57.26,15.78,4.94
100427,2024-12-04,Southeast,NC,Storage,Cascade Shelf,Retail,5,179.01,895.05,497.59,117.9,29.94
100438,2024-12-04,Southwest,OK,Lighting,Halo Monitor Arm,Retail,2,95.65,191.29,105.1,29.68,11.52
100261,2024-12-04,Northeast,NJ,Furniture,Nimbus Chair,Online,4,323.41,1293.63,808.98,145.96,85.38
